customer,surname,givenName,email,country,stateCode,state,city,streetAddress,latitude,longitude,claimAmount,response,coverage,education,effectiveToDate,employmentStatus,gender,income,locationCode,maritalStatus,monthlyPremiumAuto,monthsSinceLastClaim,monthsSincePolicyInception,numberOfOpenComplaints,numberOfPolicies,policyType,policy,claimReason,salesChannel,totalClaimAmount,vehicleClass,vehicleSize,vehicle
QV89210,Hall,Precious,PreciousJHall@armyspy.com,US,OK,Oklahoma,Clinton,198 Dovetail Estates,35.47963,-98.992818,597.9724161,Yes,Extended,High School or Below,11/26/16,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Corporate Auto,Corporate L3,Hail,Agent,547.2,Four-Door Car,Medsize,2004 Porsche Carrera GT
QV89791,Dickson,Vanessa,VanessaSDickson@fleckens.hu,US,CA,California,Los Angeles,2061 Jett Lane,33.963817,-118.334604,847.680656,No,Premium,High School or Below,12/9/16,Employed,F,55217,Suburban,Married,107,9,9,2,9,Personal Auto,Personal L3,Collision,Branch,696.115596,Two-Door Car,Medsize,2004 Chevrolet Impala
QW10541,Dille,Cheryl,CherylADille@armyspy.com,US,TX,Texas,Houston,3416 Wines Lane,29.97405,-95.391695,531.9838729,No,Basic,High School or Below,10/28/16,Employed,F,25714,Suburban,Married,67,17,57,0,5,Personal Auto,Personal L3,Hail,Agent,321.6,Two-Door Car,Small,2002 Toyota FCHV 5
QW17286,McLaughlin,Christine,ChristineJMcLaughlin@cuvox.de,US,VA,Virginia,Beltsville,123 Nelm Street,39.033219,-76.992271,277.8323903,No,Basic,Master,10/31/16,Employed,F,66030,Urban,Married,69,33,19,1,1,Personal Auto,Personal L2,Other,Web,282.153792,Four-Door Car,Medsize,1995 Mercedes-Benz E420
QW17940,Wilson,Harry,HarryTWilson@gustr.com,US,FL,Florida,Plantation,4439 West Fork Drive,26.037492,-80.274449,270.0985899,No,Basic,High School or Below,11/2/16,Employed,M,79292,Rural,Married,67,18,58,0,1,Corporate Auto,Corporate L2,Hail,Branch,55.394702,Four-Door Car,Medsize,2006 Ford Expedition
QW21219,Steele,Kristy,KristyRSteele@superrito.com,US,NY,New York,Rochester,1919 Caldwell Road,43.165266,-77.632501,1646.822079,Yes,Basic,High School or Below,12/13/16,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Corporate Auto,Corporate L1,Hail,Agent,685.12694,Four-Door Car,Medsize,2006 Cadillac STS-V
QW21716,Diaz,Arturo,ArturoEDiaz@gustr.com,US,TX,Texas,Arlington,57 Waldeck Street,32.746054,-97.120765,492.3950434,No,Basic,Bachelor,9/15/16,Employed,M,31093,Suburban,Married,63,3,78,0,3,Personal Auto,Personal L2,Hail,Branch,302.4,Four-Door Car,Medsize,1997 Honda Step Wagon
QW24080,Hudak,Mary,MaryPHudak@teleworm.us,US,VA,Virginia,Stanley,2892 Meadowview Drive,38.596038,-78.566551,211.1993329,No,Basic,College,9/7/16,Unemployed,F,0,Suburban,Single,74,5,75,4,1,Personal Auto,Personal L2,Scratch/Dent,Branch,369.822544,Four-Door Car,Large,2003 Maserati Kubang
QW31435,Williams,John,JohnLWilliams@fleckens.hu,US,CA,California,Stockton,4098 Richards Avenue,37.926704,-121.350611,719.1831645,No,Basic,High School or Below,11/13/16,Unemployed,M,0,Urban,Married,67,9,54,0,2,Personal Auto,Personal L3,Scratch/Dent,Branch,308.54976,Two-Door Car,Medsize,2004 Mercedes-Benz CLK GTR
QW33258,Clark,Anderson,AndersonMClark@teleworm.us,US,TN,Tennessee,Kingsport,944 Corbin Branch Road,36.397772,-82.438602,708.2830426,No,Basic,Bachelor,8/10/16,Employed,M,53310,Suburban,Divorced,189,26,33,3,1,Personal Auto,Personal L3,Hail,Branch,1360.8,Luxury Car,Medsize,1994 Kia Sephia
QW40254,Jessen,Quincy,QuincySJessen@cuvox.de,US,MN,Minnesota,Shoreview,1934 B Street,45.042775,-93.115313,525.9709581,No,Basic,College,10/14/16,Employed,M,28447,Suburban,Married,67,20,99,0,3,Personal Auto,Personal L3,Other,Agent,321.6,Four-Door Car,Medsize,1994 Aston Martin Lagonda
QW40898,Taylor,Ashlee,AshleeDTaylor@fleckens.hu,US,IL,Illinois,Stlouis,3744 Ross Street,38.951752,-90.094651,272.2210707,Yes,Basic,College,10/28/16,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Personal Auto,Personal L1,Hail,Call Center,398.502948,Four-Door Car,Medsize,2002 Acura MDX
QW44027,Hudson,Albert,AlbertLHudson@jourrapide.com,US,NY,New York,Huntington,598 Turkey Pen Road,40.876545,-73.498903,2283.71392,No,Premium,College,11/17/16,Employed,M,89384,Suburban,Married,285,27,70,0,4,Corporate Auto,Corporate L2,Hail,Web,2052,Luxury Car,Large,2007 Fiat Ulysse
QW44380,Harris,James,JamesNHarris@einrot.com,US,MN,Minnesota,Saint Cloud,4937 Newton Street,45.584079,-94.275061,263.7602689,No,Basic,High School or Below,12/20/16,Employed,M,54378,Suburban,Married,66,16,30,0,1,Personal Auto,Personal L2,Hail,Call Center,316.8,Four-Door Car,Small,1994 Volvo 480
QW47320,Shaw,Ann,AnnDShaw@fleckens.hu,US,CA,California,Los Angeles,1867 Williams Avenue,34.039585,-118.349177,1017.971704,Yes,Premium,Bachelor,8/16/16,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Personal L1,Collision,Agent,1300.8,Luxury SUV,Medsize,2004 Fiat Albea
QW59726,Harris,Christina,ChristinaBHarris@superrito.com,US,SD,South Dakota,Sioux Falls,4028 Elsie Drive,43.59141,-96.628497,294.4780529,No,Basic,Master,12/28/16,Employed,F,87274,Suburban,Married,73,2,30,1,1,Personal Auto,Personal L2,Hail,Agent,350.4,Four-Door Car,Medsize,1997 Honda Step Wagon
QW60568,Crowder,George,GeorgeVCrowder@gustr.com,US,LA,Louisiana,Lafayette,874 Willow Oaks Lane,30.265609,-92.024722,888.8143979,No,Premium,College,10/10/16,Employed,M,58789,Rural,Married,111,4,69,0,3,Corporate Auto,Corporate L2,Scratch/Dent,Call Center,215.438825,Four-Door Car,Medsize,2010 Kia Sorento
QW67581,Payne,Heidi,HeidiJPayne@rhyta.com,US,TX,Texas,Houston,2039 Swick Hill Street,29.676725,-95.447446,517.0025981,No,Basic,High School or Below,10/10/16,Unemployed,F,0,Suburban,Married,69,27,48,0,9,Personal Auto,Personal L2,Hail,Call Center,331.2,Four-Door Car,Small,1999 Dodge Stealth
QW72605,Cook,Mary,MaryCCook@cuvox.de,US,MT,Montana,Billings,2688 Coolidge Street,45.561409,-108.472283,1029.69965,No,Extended,Bachelor,9/2/16,Unemployed,F,0,Suburban,Single,138,11,84,0,9,Personal Auto,Personal L2,Hail,Call Center,666.977979,SUV,Large,2007 Cadillac STS-V
QW81912,Evatt,Deborah,DeborahMEvatt@einrot.com,US,AZ,Arizona,Chandler,1831 Elmwood Avenue,33.178757,-111.780753,800.6219948,No,Extended,High School or Below,12/15/16,Employed,F,63762,Rural,Married,99,13,55,0,4,Personal Auto,Personal L1,Hail,Branch,108.161276,Four-Door Car,Medsize,2005 Honda FR-V
QW87316,Hall,Mary,MaryLHall@fleckens.hu,US,NY,New York,White Plains,2543 Deans Lane,41.012249,-73.698221,265.0622781,No,Basic,College,9/25/16,Employed,F,39035,Urban,Divorced,68,15,65,0,1,Personal Auto,Personal L2,Hail,Agent,244.564334,Four-Door Car,Medsize,1997 Holden Statesman
QW88350,Wilkes,Larhonda,LarhondaHWilkes@armyspy.com,US,CA,California,Anaheim,4659 Alpaca Way,33.756489,-117.956181,761.8442045,No,Basic,College,11/21/16,Employed,F,41900,Urban,Married,63,0,34,0,2,Corporate Auto,Corporate L3,Hail,Web,170.496071,Four-Door Car,Large,1992 Alfa Romeo 75
QW98193,Rittenberry,Carey,CareyLRittenberry@teleworm.us,US,MO,Missouri,Springfield,4440 Twin House Lane,37.210605,-93.356143,392.4416277,No,Basic,College,12/6/16,Employed,M,56480,Suburban,Single,101,32,65,0,1,Corporate Auto,Corporate L2,Scratch/Dent,Branch,617.650751,SUV,Medsize,2011 Kia Sedona
QX22025,Pulley,Blanche,BlancheHPulley@rhyta.com,US,KS,Kansas,Overland Park,2644 Poe Lane,38.890461,-94.63945,1214.894098,No,Basic,High School or Below,9/30/16,Employed,F,37025,Urban,Married,101,15,36,0,2,Corporate Auto,Corporate L1,Scratch/Dent,Branch,427.243803,SUV,Medsize,2009 Nissan GT-R
QX24179,Wells,Winston,WinstonAWells@cuvox.de,US,PA,Pennsylvania,Philadelphia,4067 Berkley Street,39.906308,-75.081076,561.9649515,No,Basic,Bachelor,10/13/16,Employed,M,41878,Rural,Married,71,5,15,0,8,Personal Auto,Personal L2,Collision,Agent,161.695519,Four-Door Car,Medsize,2004 Mercedes-Benz CLK GTR
QX31376,Rhein,Karen,KarenTRhein@gustr.com,US,MS,Mississippi,Jackson,4239 Eastland Avenue,32.316837,-90.190272,1711.432815,No,Extended,Master,11/22/16,Employed,F,70961,Suburban,Married,85,19,8,0,2,Corporate Auto,Corporate L3,Hail,Agent,408,Four-Door Car,Small,1994 Donkervoort D8
QX42433,Studdard,Leroy,LeroyKStuddard@rhyta.com,US,CA,California,San Rafael,2167 Alexander Avenue,37.899612,-122.576237,739.0903278,No,Extended,College,12/19/16,Employed,M,30449,Suburban,Married,92,23,47,0,3,Personal Auto,Personal L3,Collision,Agent,501.092992,Four-Door Car,Medsize,2000 Saturn LW
QX45933,Green,Anthony,AnthonyCGreen@cuvox.de,US,CA,California,San Francisco,3266 Brown Street,37.832453,-122.506294,1784.019555,No,Basic,Bachelor,10/8/16,Unemployed,M,0,Suburban,Married,62,32,59,0,2,Personal Auto,Personal L1,Collision,Agent,385.115437,Four-Door Car,Small,2011 Chevrolet Volt
QX54666,Smith,Keith,KeithASmith@jourrapide.com,US,FL,Florida,Miami,4226 Golden Street,25.910583,-80.208105,1117.249931,No,Basic,High School or Below,10/29/16,Disabled,M,14533,Suburban,Single,63,4,20,0,2,Personal Auto,Personal L3,Collision,Branch,302.4,Four-Door Car,Medsize,2004 Ford Falcon
QX54905,Reyes,Sherilyn,SherilynKReyes@teleworm.us,US,TX,Texas,Huntsville,100 Norma Avenue,30.677409,-95.569999,720.0664877,Yes,Basic,College,12/11/16,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Corporate Auto,Corporate L3,Hail,Agent,316.8,Four-Door Car,Medsize,2000 Volkswagen Golf
QX57337,Barron,Irma,IrmaABarron@superrito.com,US,KY,Kentucky,Madisonville,4883 Shady Pines Drive,37.402306,-87.493565,284.2025913,No,Basic,Doctor,9/30/16,Employed,F,92629,Rural,Single,72,22,1,3,1,Personal Auto,Personal L2,Hail,Call Center,60.845685,Four-Door Car,Medsize,2007 Kia Carnival
QX64770,Mooney,Catherine,CatherineRMooney@einrot.com,US,LA,Louisiana,Lafayette,590 Sarah Drive,30.207886,-91.983797,822.1870429,No,Premium,Master,11/17/16,Medical Leave,F,13376,Suburban,Single,108,13,75,0,4,Personal Auto,Personal L3,Collision,Agent,774.714929,Four-Door Car,Small,2004 Scion tC
QX67584,Rios,Elizabeth,ElizabethDRios@cuvox.de,US,NY,New York,New York,4443 Small Street,40.637861,-74.0614,864.6504109,Yes,Basic,High School or Below,8/7/16,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L3,Hail,Branch,369.818708,SUV,Large,2003 Lancia Ypsilon
QX84389,Amendola,Andrew,AndrewDAmendola@fleckens.hu,US,MN,Minnesota,Minneapolis,211 Jewell Road,45.007108,-93.270397,902.4199159,No,Basic,Master,11/27/16,Employed,M,71499,Suburban,Married,112,25,61,0,5,Corporate Auto,Corporate L3,Scratch/Dent,Agent,537.6,Sports Car,Small,2011 Mazda 3
QX84402,Ortega,Susan,SusanROrtega@gustr.com,US,MA,Massachusetts,Walpole,3395 Randolph Street,42.123468,-71.179865,2546.482059,Yes,Extended,College,8/16/16,Retired,F,13663,Suburban,Single,97,1,66,0,2,Corporate Auto,Corporate L3,Collision,Branch,465.6,Four-Door Car,Small,2009 Peugeot 206
QY37300,Henderson,William,WilliamPHenderson@gustr.com,US,IN,Indiana,Richmond,1073 Capitol Avenue,39.925747,-84.927629,1350.263148,No,Basic,Master,8/23/16,Employed,M,57222,Urban,Married,112,3,88,1,2,Personal Auto,Personal L2,Hail,Branch,297.187468,Sports Car,Medsize,2004 Ferrari F430
QY41319,Sanders,Jose,JoseNSanders@cuvox.de,US,NV,Nevada,Caliente,412 Martha Ellen Drive,37.281456,-114.626809,441.165582,No,Basic,College,10/4/16,Unemployed,M,0,Suburban,Single,62,20,88,0,6,Personal Auto,Personal L3,Collision,Call Center,446.4,Two-Door Car,Medsize,2001 Suzuki Vitara
QY41527,Schuelke,Delbert,DelbertVSchuelke@dayrep.com,US,CA,California,Rosemead,4230 Rainbow Road,34.158184,-118.151667,417.5945269,No,Basic,Bachelor,9/10/16,Employed,M,23060,Suburban,Married,109,13,25,3,1,Corporate Auto,Corporate L3,Other,Agent,731.350857,SUV,Medsize,2012 Ford Bantam
QY41855,Pate,Amanda,AmandaSPate@gustr.com,US,VA,Virginia,New Brunswick,1397 Pinchelone Street,40.550618,-74.350329,1048.491535,Yes,Extended,College,9/28/16,Employed,F,61108,Rural,Divorced,89,22,93,0,2,Personal Auto,Personal L3,Hail,Agent,49.451117,Four-Door Car,Medsize,2008 Nissan Altima
QY46560,Gillespie,James,JamesDGillespie@teleworm.us,US,NY,New York,Beacon,3925 Old Dear Lane,41.395797,-74.03604,215.2081322,No,Basic,Bachelor,11/16/16,Unemployed,M,0,Suburban,Single,65,8,50,0,1,Personal Auto,Personal L2,Hail,Agent,460.379966,Two-Door Car,Medsize,1999 Opel Omega
QY56887,Brophy,Maria,MariaRBrophy@dayrep.com,US,KS,Kansas,Glasco,3101 Sigley Road,39.267538,-97.808222,1420.850598,No,Extended,High School or Below,10/12/16,Unemployed,F,0,Suburban,Single,131,12,26,0,2,Corporate Auto,Corporate L3,Scratch/Dent,Agent,943.2,SUV,Medsize,2004 BMW 645
QY70905,Shields,Hai,HaiBShields@rhyta.com,US,FL,Florida,Tampa,3663 Lunetta Street,28.03094,-82.560582,266.8662697,No,Basic,College,11/23/16,Employed,M,30718,Suburban,Married,67,26,49,1,1,Personal Auto,Personal L3,Collision,Call Center,321.6,Two-Door Car,Medsize,2003 Mercury Grand Marquis
QY74517,Overton,Brittany,BrittanyCOverton@gustr.com,US,LA,Louisiana,Kenner,247 Rose Avenue,30.052552,-90.183427,551.0558964,No,Basic,High School or Below,9/26/16,Unemployed,F,0,Suburban,Single,73,24,57,0,4,Personal Auto,Personal L3,Collision,Branch,525.6,Four-Door Car,Large,2008 Smart ForTwo
QY78671,Myers,Jeremy,JeremyIMyers@cuvox.de,US,TX,Texas,Houston,3781 Clousson Road,29.702585,-95.492514,291.0317298,No,Extended,High School or Below,11/30/16,Medical Leave,M,12048,Suburban,Married,77,6,46,0,1,Corporate Auto,Corporate L1,Hail,Agent,369.6,Four-Door Car,Large,1994 Mercedes-Benz E
QY81331,Castrejon,Lula,LulaACastrejon@teleworm.us,US,CA,California,Palm Springs,3698 Parkway Street,33.896288,-116.567768,859.5982289,No,Basic,High School or Below,8/12/16,Employed,F,94242,Rural,Married,71,35,7,1,2,Personal Auto,Personal L1,Collision,Agent,41.229484,Four-Door Car,Medsize,2002 Mazda Tribute
QY83498,Miller,Samantha,SamanthaJMiller@armyspy.com,US,NY,New York,New York,1847 Dancing Dove Lane,40.807585,-74.057505,265.970565,Yes,Extended,College,8/26/16,Unemployed,F,0,Suburban,Divorced,87,4,4,3,1,Personal Auto,Personal L3,Hail,Agent,420.041981,Four-Door Car,Medsize,2005 Cadillac XLR
QZ17137,McKinney,Amy,AmyKMcKinney@jourrapide.com,US,IL,Illinois,Wood Dale,2244 Oakmound Road,41.960827,-88.025571,333.0672761,No,Extended,High School or Below,9/24/16,Employed,F,45944,Rural,Married,83,20,4,0,1,Personal Auto,Personal L2,Scratch/Dent,Call Center,182.948495,Two-Door Car,Medsize,1995 Volkswagen Quantum
QZ19741,Rubin,Amanda,AmandaJRubin@jourrapide.com,US,CT,Connecticut,Meriden,2282 Red Bud Lane,41.600035,-72.781703,1381.57802,No,Premium,College,10/5/16,Employed,F,96745,Suburban,Married,179,14,25,5,3,Personal Auto,Personal L1,Hail,Branch,859.2,SUV,Medsize,1998 Volvo V40
QZ24527,Johnson,Kimberly,KimberlyKJohnson@armyspy.com,US,FL,Florida,Winter Haven,4473 Collins Street,28.099658,-81.655391,3347.334946,Yes,Basic,Bachelor,12/29/16,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L2,Collision,Web,508.8,SUV,Medsize,2004 Chrysler Town & Country
QZ34525,Rea,Charles,CharlesCRea@gustr.com,US,TX,Texas,Frisco,2325 Charla Lane,33.193539,-96.903999,699.3380588,No,Basic,Bachelor,9/7/16,Unemployed,M,0,Suburban,Single,66,7,59,0,2,Personal Auto,Personal L3,Collision,Agent,439.701118,Four-Door Car,Medsize,2009 Mitsubishi Colt
QZ42725,Ballard,Natalie,NatalieCBallard@cuvox.de,US,VA,Virginia,Petersburg,196 Fleming Way,37.126292,-77.536651,231.0882998,No,Basic,Bachelor,8/20/16,Unemployed,F,0,Suburban,Single,64,12,24,0,1,Personal Auto,Personal L3,Hail,Agent,460.8,Four-Door Car,Medsize,2003 Mitsubishi eK
QZ44356,Thomson,Whitney,WhitneyMThomson@rhyta.com,US,CA,California,Sacramento,4893 Highland View Drive,38.645173,-121.467402,697.9535903,No,Extended,Bachelor,8/7/16,Unemployed,F,0,Suburban,Single,94,13,42,0,8,Personal Auto,Personal L3,Scratch/Dent,Agent,1131.464935,Four-Door Car,Medsize,2006 Kia Magentis
QZ56257,Palmer,Carrie,CarrieAPalmer@cuvox.de,US,MS,Mississippi,Hattiesburg,2101 Gorby Lane,31.240718,-89.449287,1302.10853,No,Extended,High School or Below,9/30/16,Unemployed,F,0,Suburban,Single,223,26,40,5,7,Personal Auto,Personal L2,Collision,Call Center,1605.6,Luxury Car,Medsize,2015 Porsche Panamera
QZ58370,Derby,Guadalupe,GuadalupeTDerby@fleckens.hu,US,MO,Missouri,Saint Louis,3287 Hawks Nest Lane,38.604026,-90.34272,1182.01098,No,Extended,Bachelor,12/4/16,Employed,F,86801,Urban,Married,98,5,20,0,2,Personal Auto,Personal L3,Other,Branch,371.108203,Four-Door Car,Medsize,2003 BMW X3
QZ70160,Ferrell,Victoria,VictoriaFFerrell@einrot.com,US,NC,North Carolina,Goldsboro,3850 Stratford Court,35.32169,-78.147212,239.6672304,No,Basic,College,9/25/16,Medical Leave,F,26222,Suburban,Married,62,23,18,0,1,Personal Auto,Personal L2,Collision,Branch,297.6,Four-Door Car,Medsize,2012 Suzuki SX4
QZ71100,Ackerman,Edgar,EdgarEAckerman@jourrapide.com,US,NJ,New Jersey,New Brunswick,3140 Pennsylvania Avenue,40.449706,-74.456272,1923.769976,No,Basic,Bachelor,10/27/16,Unemployed,M,0,Suburban,Single,196,31,78,0,2,Corporate Auto,Corporate L1,Hail,Call Center,2092.523421,Luxury Car,Medsize,1994 Mitsubishi Sigma
QZ77637,Lewis,Emma,EmmaFLewis@jourrapide.com,US,PA,Pennsylvania,Pittston,3724 Stoney Lonesome Road,41.331864,-75.677212,1166.509779,No,Basic,College,12/22/16,Employed,F,84978,Rural,Married,72,12,51,1,2,Corporate Auto,Corporate L1,Collision,Agent,166.77296,Four-Door Car,Large,2004 Ginetta G40
QZ81258,McKeel,Barbara,BarbaraJMcKeel@dayrep.com,US,MD,Maryland,Hanover,2760 Green Gate Lane,39.08613,-76.735056,1319.792893,Yes,Basic,College,11/20/16,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L3,Collision,Agent,326.4,Four-Door Car,Large,2015 Ford F-350 Super Duty
QZ83992,Coleman,Scott,ScottAColeman@gustr.com,US,IL,Illinois,Bloomington,4431 Bolman Court,40.488848,-88.966098,868.2234653,No,Basic,College,9/11/16,Medical Leave,M,10540,Suburban,Married,115,33,76,0,3,Corporate Auto,Corporate L1,Collision,Agent,552,SUV,Medsize,2005 GAZ 3110
RA14734,Pearson,Catherine,CatherineLPearson@cuvox.de,US,MO,Missouri,Collins,2995 Lighthouse Drive,37.975122,-93.721664,864.6504109,Yes,Basic,High School or Below,9/23/16,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L3,Hail,Branch,369.818708,SUV,Large,2011 Alfa Romeo MiTo
RA17555,Brewer,Sung,SungEBrewer@jourrapide.com,US,CO,Colorado,Englewood,4523 Roy Alley,39.474266,-104.935955,517.6730072,No,Basic,High School or Below,12/9/16,Employed,M,41533,Urban,Married,65,2,46,0,9,Corporate Auto,Corporate L2,Scratch/Dent,Agent,232.879766,Four-Door Car,Medsize,2002 Lexus GX
RA27021,Chacon,Sharon,SharonMChacon@rhyta.com,US,PA,Pennsylvania,Philadelphia,3993 Spring Avenue,39.858444,-75.175461,2756.473951,No,Extended,Bachelor,9/26/16,Disabled,F,26410,Rural,Married,91,17,90,0,2,Corporate Auto,Corporate L1,Hail,Agent,184.516188,Four-Door Car,Large,1994 Volkswagen Caravelle
RA29518,Gooden,Donald,DonaldSGooden@cuvox.de,US,PA,Pennsylvania,Pittsburgh,4514 Stiles Street,40.394487,-80.152578,551.2342258,No,Extended,Master,11/29/16,Employed,M,45971,Rural,Married,138,15,91,0,1,Special Auto,Special L3,Collision,Branch,139.826393,SUV,Medsize,2003 Honda Accord
RA34556,Newton,Jarvis,JarvisJNewton@gustr.com,US,NY,New York,High Falls,1328 Marshville Road,41.737139,-74.204092,487.7954567,No,Basic,High School or Below,11/28/16,Disabled,M,20178,Suburban,Divorced,69,26,52,2,6,Corporate Auto,Corporate L3,Collision,Branch,331.2,Four-Door Car,Medsize,2002 Ford Excursion
RA38184,Blandford,Mary,MaryRBlandford@rhyta.com,US,WI,Wisconsin,Green Bay,1755 Sycamore Lake Road,44.451444,-88.034257,344.4171166,No,Extended,Bachelor,12/8/16,Unemployed,F,0,Rural,Married,93,10,63,0,1,Corporate Auto,Corporate L3,Collision,Agent,7.991571,Four-Door Car,Medsize,2012 Infiniti EX
RA43827,Rose,Rita,RitaFRose@einrot.com,US,WI,Wisconsin,Birnamwood,1095 Abner Road,44.95015,-89.232534,862.8303301,No,Basic,High School or Below,9/22/16,Unemployed,F,0,Suburban,Single,117,11,63,0,5,Special Auto,Special L2,Hail,Branch,842.4,SUV,Medsize,2005 Volvo C70
RA47157,Long,Samuel,SamuelJLong@cuvox.de,US,NJ,New Jersey,Piscataway,3595 Beechwood Avenue,40.635102,-74.497219,345.125106,No,Extended,High School or Below,8/23/16,Employed,M,45609,Urban,Married,87,4,30,0,1,Corporate Auto,Corporate L2,Other,Agent,246.515921,Two-Door Car,Medsize,2005 Buick LeSabre
RA49085,Marden,Della,DellaAMarden@einrot.com,US,KY,Kentucky,Lexington,3470 Leroy Lane,37.955031,-84.597362,277.2839235,No,Basic,College,9/22/16,Employed,F,37038,Rural,Married,71,6,97,1,1,Corporate Auto,Corporate L3,Other,Branch,9.071305,Four-Door Car,Large,1999 Daihatsu Naked
RA61917,Stephan,Donna,DonnaGStephan@rhyta.com,US,WA,Washington,Tacoma,4856 Horizon Circle,47.198697,-122.543909,802.9715047,No,Basic,High School or Below,12/14/16,Employed,F,76081,Suburban,Single,68,14,3,0,2,Personal Auto,Personal L2,Hail,Branch,384.210821,Four-Door Car,Medsize,2003 Mahindra CL
RA62150,Sterling,Mable,MableLSterling@einrot.com,US,NC,North Carolina,Laurinburg,3183 Ray Court,34.678719,-79.4111,2843.564035,No,Basic,College,10/18/16,Unemployed,F,0,Suburban,Single,116,29,22,0,2,Personal Auto,Personal L1,Hail,Branch,899.63718,SUV,Medsize,1993 Honda Civic Del Sol
RA62452,Dugan,James,JamesTDugan@teleworm.us,US,SC,South Carolina,Johnsonville,3816 Kessla Way,33.760759,-79.53698,847.1292552,No,Basic,Bachelor,12/13/16,Employed,M,70624,Rural,Married,106,6,52,0,3,Corporate Auto,Corporate L3,Other,Call Center,49.234943,SUV,Small,1992 Fiat Vivace
RA63927,Parker,John,JohnLParker@rhyta.com,US,NY,New York,Norfolk,744 Oak Street,44.820557,-74.881159,719.3101159,No,Extended,High School or Below,11/14/16,Employed,M,30886,Rural,Married,91,7,53,0,4,Personal Auto,Personal L1,Scratch/Dent,Web,103.424766,Two-Door Car,Medsize,2004 Jeep Liberty
RA65645,Gallant,Matthew,MatthewMGallant@rhyta.com,US,FL,Florida,Tampa,1122 Saints Alley,27.930631,-82.505222,856.4768226,Yes,Basic,High School or Below,10/6/16,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal Auto,Personal L2,Hail,Agent,178.006524,Sports Car,Medsize,2006 Honda Element
RA66180,Meador,Miranda,MirandaAMeador@armyspy.com,US,TX,Texas,Longview,76 Pickens Way,32.466124,-94.862214,276.4032126,No,Basic,High School or Below,12/24/16,Employed,F,33837,Urban,Married,72,29,54,4,1,Corporate Auto,Corporate L2,Collision,Branch,305.575785,Two-Door Car,Medsize,2012 Volkswagen Tiguan
RA68844,Desmarais,Charlie,CharlieHDesmarais@teleworm.us,US,TX,Texas,El Paso,4069 Birch  Street,31.846004,-106.48964,959.9950239,No,Extended,College,11/10/16,Unemployed,M,0,Suburban,Single,131,6,52,0,6,Personal Auto,Personal L2,Hail,Web,943.2,SUV,Small,2005 Nissan Frontier
RA70851,Smith,Jose,JoseBSmith@dayrep.com,US,FL,Florida,Orlando,3320 Ocala Street,28.471702,-81.311739,743.7693335,No,Extended,High School or Below,10/27/16,Employed,M,86863,Suburban,Married,92,27,26,0,3,Personal Auto,Personal L3,Hail,Branch,441.6,Four-Door Car,Medsize,2000 Opel Corsa
RA87395,Kenyon,Randy,RandyMKenyon@fleckens.hu,US,AZ,Arizona,Tempe,969 Burnside Court,33.435077,-111.862047,835.6181097,No,Basic,Bachelor,12/11/16,Unemployed,M,0,Rural,Married,118,25,29,0,7,Personal Auto,Personal L3,Collision,Agent,153.176419,SUV,Medsize,2005 Renault Espace
RA88421,Haynes,Carmella,CarmellaGHaynes@cuvox.de,US,TX,Texas,Dallas,4721 Whitetail Lane,32.940363,-96.880801,612.1107929,No,Extended,College,11/23/16,Employed,F,26787,Suburban,Married,77,7,50,0,5,Personal Auto,Personal L3,Scratch/Dent,Branch,369.6,Four-Door Car,Medsize,2003 Seat Inca Kombi
RA89822,Whitby,Kimberly,KimberlyJWhitby@fleckens.hu,US,FL,Florida,Miami,2844 Steve Hunt Road,25.685398,-80.176673,3461.137896,Yes,Basic,High School or Below,12/6/16,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal Auto,Personal L2,Hail,Agent,523.2,Sports Car,Medsize,1993 Daewoo Brougham
RA91280,Reagan,David,DavidVReagan@cuvox.de,US,MI,Michigan,Flint,1141 Front Street,43.081792,-83.718638,343.6134281,Yes,Extended,Doctor,12/10/16,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Personal Auto,Personal L1,Hail,Branch,91.834668,Four-Door Car,Medsize,1999 MCC Smart
RA93608,Bolander,Ronald,RonaldCBolander@cuvox.de,US,TX,Texas,San Antonio,3767 Freshour Circle,29.564039,-98.445554,1807.393999,No,Extended,Bachelor,11/10/16,Employed,M,64620,Suburban,Married,76,24,32,1,2,Personal Auto,Personal L2,Collision,Agent,364.8,Two-Door Car,Small,2004 Bentley Continental
RA97108,Warren,Maira,MairaHWarren@gustr.com,US,MS,Mississippi,Jackson,262 School House Road,32.230897,-90.116114,647.4826466,No,Extended,High School or Below,10/6/16,Unemployed,F,0,Suburban,Single,91,21,23,0,3,Personal Auto,Personal L2,Scratch/Dent,Call Center,436.8,Four-Door Car,Medsize,1997 Fiat Brava
